UF;CD_UF;CD_MUNICIPIO;MUN;POP_EST;CD_MUN_IBGE;CD_MUN;AREA_MUN;DENS_POP
SP;35.0;52809.0;Taboão da Serra;284274.0;3552809.0;3552809;20.388;13943.2
RJ;33.0;5109.0;São João de Meriti;466536.0;3305109.0;3305109;35.216;13247.8
SP;35.0;13801.0;Diadema;404118.0;3513801.0;3513801;30.732;13149.7
SP;35.0;34401.0;Osasco;756952.0;3534401.0;3534401;64.954;11653.7
SP;35.0;10609.0;Carapicuíba;398462.0;3510609.0;3510609;34.546;11534.2
SP;35.0;48807.0;São Caetano do Sul;172109.0;3548807.0;3548807;15.331;11226.2
PE;26.0;9600.0;Olinda;365402.0;2609600.0;2609600;41.3;8847.5
CE;23.0;4400.0;Fortaleza;2574412.0;2304400.0;2304400;312.353;8242.0
RJ;33.0;3203.0;Nilópolis;155544.0;3303203.0;3303203;19.393;8020.6
SP;35.0;50308.0;São Paulo;11895578.0;3550308.0;3550308;1521.202;7819.9
MG;31.0;6200.0;Belo Horizonte;2416339.0;3106200.0;3106200;331.354;7292.3
PE;26.0;11606.0;Recife;1587707.0;2611606.0;2611606;218.843;7255.0
SP;35.0;25003.0;Jandira;121988.0;3525003.0;3525003;17.449;6991.1
SP;35.0;29401.0;Mauá;429380.0;3529401.0;3529401;61.937;6932.5
RJ;33.0;456.0;Belford Roxo;518263.0;3300456.0;3300456;78.985;6561.5
SP;35.0;15707.0;Ferraz de Vasconcelos;185622.0;3515707.0;3515707;29.547;6282.3
SP;35.0;39806.0;Poá;106431.0;3539806.0;3539806;17.264;6164.9
RJ;33.0;4557.0;Rio de Janeiro;6729894.0;3304557.0;3304557;1200.329;5606.7
SP;35.0;5708.0;Barueri;330339.0;3505708.0;3505708;65.701;5027.9
RN;24.0;8102.0;Natal;785368.0;2408102.0;2408102;167.401;4691.5
SP;35.0;23107.0;Itaquaquecetuba;382521.0;3523107.0;3523107;82.622;4629.8
SP;35.0;47809.0;Santo André;778711.0;3547809.0;3547809;175.782;4430.0
RJ;33.0;2858.0;Mesquita;178803.0;3302858.0;3302858;41.169;4343.1
PB;25.0;7507.0;João Pessoa;888679.0;2507507.0;2507507;210.044;4230.9
SP;35.0;18800.0;Guarulhos;1345364.0;3518800.0;3518800;318.675;4221.7
PR;41.0;6902.0;Curitiba;1829225.0;4106902.0;4106902;434.892;4206.2
SP;35.0;19071.0;Hortolândia;247331.0;3519071.0;3519071;62.416;3962.6
RJ;33.0;4904.0;São Gonçalo;960652.0;3304904.0;3304904;248.16;3871.1
RJ;33.0;3302.0;Niterói;516720.0;3303302.0;3303302;133.757;3863.1
BA;29.0;19207.0;Lauro de Freitas;217960.0;2919207.0;2919207;57.942;3761.7
PE;26.0;10707.0;Paulista;362960.0;2610707.0;2610707;96.932;3744.5
BA;29.0;27408.0;Salvador;2568928.0;2927408.0;2927408;693.442;3704.6
SP;35.0;15004.0;Embu das Artes;259323.0;3515004.0;3515004;70.398;3683.7
ES;32.0;5309.0;Vitória;342800.0;3205309.0;3205309;97.123;3529.5
SP;35.0;16309.0;Francisco Morato;171107.0;3516309.0;3516309;49.001;3491.9
GO;52.0;21858.0;Valparaíso de Goiás;213506.0;5221858.0;5221858;61.488;3472.3
SE;28.0;308.0;Aracaju;628849.0;2800308.0;2800308;182.163;3452.1
SP;35.0;56503.0;Várzea Paulista;119576.0;3556503.0;3556503;35.12;3404.8
MG;31.0;18601.0;Contagem;649975.0;3118601.0;3118601;194.746;3337.6
SC;42.0;2008.0;Balneário Camboriú;148758.0;4202008.0;4202008;45.214;3290.1
RS;43.0;3103.0;Cachoeirinha;141303.0;4303103.0;4303103;43.778;3227.7
PB;25.0;1807.0;Bayeux;84404.0;2501807.0;2501807;27.705;3046.5
PE;26.0;3454.0;Camaragibe;155771.0;2603454.0;2603454;51.321;3035.2
SP;35.0;22505.0;Itapevi;241924.0;3522505.0;3522505;82.658;2926.8
RS;43.0;7708.0;Esteio;78181.0;4307708.0;4307708;27.676;2824.9
RS;43.0;14902.0;Porto Alegre;1389322.0;4314902.0;4314902;495.39;2804.5
RS;43.0;4606.0;Canoas;359554.0;4304606.0;4304606;130.789;2749.1
RS;43.0;604.0;Alvorada;194116.0;4300604.0;4300604;71.7;2707.3
PA;15.0;800.0;Ananindeua;507838.0;1500800.0;1500800;190.581;2664.7
PE;26.0;7901.0;Jaboatão dos Guararapes;683285.0;2607901.0;2607901;258.724;2641.0
MG;31.0;29806.0;Ibirité;178713.0;3129806.0;3129806;72.395;2468.6
SP;35.0;41000.0;Praia Grande;365577.0;3541000.0;3541000;149.652;2442.8
ES;32.0;5200.0;Vila Velha;502899.0;3205200.0;3205200;210.225;2392.2
CE;23.0;7650.0;Maracanaú;249684.0;2307650.0;2307650;105.071;2376.3
PB;25.0;3209.0;Cabedelo;70067.0;2503209.0;2503209;29.873;2345.5
RS;43.0;20008.0;Sapucaia do Sul;136542.0;4320008.0;4320008;58.247;2344.2
MG;31.0;57336.0;Santa Cruz de Minas;8321.0;3157336.0;3157336;3.565;2334.1
SP;35.0;51009.0;São Vicente;338407.0;3551009.0;3551009;148.151;2284.2
MG;31.0;54606.0;Ribeirão das Neves;344828.0;3154606.0;3154606;155.105;2223.2
RS;43.0;18705.0;São Leopoldo;225669.0;4318705.0;4318705;103.009;2190.8
RN;24.0;3251.0;Parnamirim;269298.0;2403251.0;2403251;124.006;2171.7
PR;41.0;19152.0;Pinhais;131199.0;4119152.0;4119152;60.869;2155.4
SP;35.0;48708.0;São Bernardo do Campo;840499.0;3548708.0;3548708;409.532;2052.3
GO;52.0;8707.0;Goiânia;1494599.0;5208707.0;5208707;729.296;2049.4
SP;35.0;18701.0;Guarujá;294973.0;3518701.0;3518701;144.794;2037.2
GO;52.0;1405.0;Aparecida de Goiânia;550925.0;5201405.0;5201405;279.954;1967.9
RJ;33.0;4144.0;Queimados;149093.0;3304144.0;3304144;75.927;1963.6
AL;27.0;4302.0;Maceió;994464.0;2704302.0;2704302;509.32;1952.5
SC;42.0;16602.0;São José;289949.0;4216602.0;4216602;150.499;1926.6
MG;31.0;71204.0;Vespasiano;136826.0;3171204.0;3171204;71.04;1926.0
SP;35.0;52403.0;Sumaré;289787.0;3552403.0;3552403;153.465;1888.3
MA;21.0;11300.0;São Luís;1088057.0;2111300.0;2111300;583.063;1866.1
RJ;33.0;1702.0;Duque de Caxias;866347.0;3301702.0;3301702;467.319;1853.9
SP;35.0;1608.0;Americana;246655.0;3501608.0;3501608;133.912;1841.9
PE;26.0;15409.0;Toritama;43636.0;2615409.0;2615409;25.704;1697.6
SP;35.0;52205.0;Sorocaba;757459.0;3552205.0;3552205;449.872;1683.7
RJ;33.0;3500.0;Nova Iguaçu;843046.0;3303500.0;3303500;520.581;1619.4
SP;35.0;52502.0;Suzano;318765.0;3552502.0;3552502;206.236;1545.6
RJ;33.0;6305.0;Volta Redonda;279898.0;3306305.0;3306305;182.105;1537.0
SP;35.0;48500.0;Santos;429567.0;3548500.0;3548500;281.033;1528.5
SP;35.0;9502.0;Campinas;1185977.0;3509502.0;3509502;794.571;1492.6
SC;42.0;8302.0;Itapema;83330.0;4208302.0;4208302;58.21;1431.5
MG;31.0;31307.0;Ipatinga;235445.0;3131307.0;3131307;164.884;1427.9
MA;21.0;11201.0;São José de Ribamar;257414.0;2111201.0;2111201;180.363;1427.2
PR;41.0;7652.0;Fazenda Rio Grande;161506.0;4107652.0;4107652;116.678;1384.2
ES;32.0;1308.0;Cariacica;375485.0;3201308.0;3201308;279.718;1342.4
PA;15.0;1402.0;Belém;1398531.0;1501402.0;1501402;1059.466;1320.0
SE;28.0;4805.0;Nossa Senhora do Socorro;202450.0;2804805.0;2804805;155.018;1306.0
GO;52.0;258.0;Águas Lindas de Goiás;240613.0;5200258.0;5200258;191.817;1254.4
RJ;33.0;2270.0;Japeri;102149.0;3302270.0;3302270;81.697;1250.3
MG;31.0;6705.0;Betim;429236.0;3106705.0;3106705;344.062;1247.6
SP;35.0;44103.0;Rio Grande da Serra;45317.0;3544103.0;3544103;36.341;1247.0
SP;35.0;56453.0;Vargem Grande Paulista;52103.0;3556453.0;3556453;42.489;1226.3
PR;41.0;5805.0;Colombo;240720.0;4105805.0;4105805;197.58;1218.3
PR;41.0;26256.0;Sarandi;125785.0;4126256.0;4126256;103.501;1215.3
SP;35.0;43303.0;Ribeirão Pires;118877.0;3543303.0;3543303;98.972;1201.1
MA;21.0;7506.0;Paço do Lumiar;152306.0;2107506.0;2107506;127.193;1197.4
CE;23.0;7304.0;Juazeiro do Norte;303004.0;2307304.0;2307304;258.788;1170.9
SP;35.0;49805.0;São José do Rio Preto;501597.0;3549805.0;3549805;431.944;1161.3
PA;15.0;4422.0;Marituba;118998.0;1504422.0;1504422;103.214;1152.9
SP;35.0;16408.0;Franco da Rocha;149786.0;3516408.0;3516408;132.775;1128.1
SP;35.0;43402.0;Ribeirão Preto;728400.0;3543402.0;3543402;650.916;1119.0
SP;35.0;22208.0;Itapecerica da Serra;163928.0;3522208.0;3522208;150.742;1087.5
RS;43.0;3905.0;Campo Bom;64704.0;4303905.0;4303905;60.579;1068.1
SP;35.0;25904.0;Jundiaí;460313.0;3525904.0;3525904;431.204;1067.5
RS;43.0;13409.0;Novo Hamburgo;235879.0;4313409.0;4313409;222.536;1060.0
RS;43.0;11403.0;Lajeado;96651.0;4311403.0;4311403;91.231;1059.4
SP;35.0;45209.0;Salto;140125.0;3545209.0;3545209;133.057;1053.1
ES;32.0;5002.0;Serra;572274.0;3205002.0;3205002;547.631;1045.0
CE;23.0;4285.0;Eusébio;80304.0;2304285.0;2304285;78.818;1018.9
SP;35.0;9007.0;Caieiras;98257.0;3509007.0;3509007;97.642;1006.3
SP;35.0;9601.0;Campo Limpo Paulista;79663.0;3509601.0;3509601;79.403;1003.3
SC;42.0;8203.0;Itajaí;287289.0;4208203.0;4208203;289.215;993.3
SP;35.0;56701.0;Vinhedo;79235.0;3556701.0;3556701;80.95;978.8
MG;31.0;57807.0;Santa Luzia;229483.0;3157807.0;3157807;235.205;975.7
SP;35.0;27306.0;Louveira;54111.0;3527306.0;3527306;55.738;970.8
SC;42.0;4608.0;Criciúma;225281.0;4204608.0;4204608;234.865;959.2
RS;43.0;7609.0;Estância Velha;49440.0;4307609.0;4307609;51.779;954.8
SP;35.0;3901.0;Arujá;89943.0;3503901.0;3503901;96.167;935.3
SP;35.0;47304.0;Santana de Parnaíba;162341.0;3547304.0;3547304;179.949;902.2
SP;35.0;13009.0;Cotia;287004.0;3513009.0;3513009;323.994;885.8
SP;35.0;56206.0;Valinhos;131277.0;3556206.0;3556206;148.538;883.8
PR;41.0;15200.0;Maringá;425983.0;4115200.0;4115200;487.012;874.7
SP;35.0;33403.0;Nova Odessa;64228.0;3533403.0;3533403;73.788;870.4
SP;35.0;20509.0;Indaiatuba;267796.0;3520509.0;3520509;311.545;859.6
SC;42.0;5407.0;Florianópolis;576361.0;4205407.0;4205407;674.844;854.1
MG;31.0;36207.0;João Monlevade;83360.0;3136207.0;3136207;99.158;840.7
SC;42.0;11306.0;Navegantes;93619.0;4211306.0;4211306;111.377;840.6
SP;35.0;36505.0;Paulínia;115690.0;3536505.0;3536505;138.777;833.6
PE;26.0;54.0;Abreu e Lima;103945.0;2600054.0;2600054;126.384;822.5
SP;35.0;13504.0;Cubatão;115082.0;3513504.0;3513504;142.879;805.5
MG;31.0;63706.0;São Lourenço;46653.0;3163706.0;3163706;58.019;804.1
SC;42.0;2453.0;Bombinhas;27732.0;4202453.0;4202453;35.143;789.1
SP;35.0;600.0;Águas de São Pedro;2829.0;3500600.0;3500600;3.612;783.2
PB;25.0;4009.0;Campina Grande;440939.0;2504009.0;2504009;591.658;745.3
SP;35.0;9205.0;Cajamar;97363.0;3509205.0;3509205;131.386;741.0
RJ;33.0;4524.0;Rio das Ostras;168099.0;3304524.0;3304524;228.044;737.1
SC;42.0;2404.0;Blumenau;380597.0;4202404.0;4202404;518.619;733.9
SP;35.0;57006.0;Votorantim;132849.0;3557006.0;3557006;184.186;721.3
AL;27.0;300.0;Arapiraca;243661.0;2700300.0;2700300;345.655;704.9
RS;43.0;10330.0;Imbé;27931.0;4310330.0;4310330;39.766;702.4
SP;35.0;45803.0;Santa Bárbara d'Oeste;189338.0;3545803.0;3545803;271.03;698.6
GO;52.0;20454.0;Senador Canedo;169849.0;5220454.0;5220454;247.005;687.6
RS;43.0;4630.0;Capão da Canoa;66012.0;4304630.0;4304630;98.383;671.0
SP;35.0;49904.0;São José dos Campos;724756.0;3549904.0;3549904;1099.409;659.2
SP;35.0;30607.0;Mogi das Cruzes;468120.0;3530607.0;3530607;712.541;657.0
PI;22.0;11001.0;Teresina;902644.0;2211001.0;2211001;1391.293;648.8
CE;23.0;9706.0;Pacatuba;85873.0;2309706.0;2309706;133.236;644.5
PR;41.0;400.0;Almirante Tamandaré;124788.0;4100400.0;4100400;194.228;642.5
MG;31.0;65537.0;Sarzedo;39327.0;3165537.0;3165537;62.134;632.9
SC;42.0;12502.0;Penha;36124.0;4212502.0;4212502;57.752;625.5
RJ;33.0;2502.0;Magé;244092.0;3302502.0;3302502;390.775;624.6
SC;42.0;11900.0;Palhoça;245477.0;4211900.0;4211900;394.85;621.7
AL;27.0;8907.0;Satuba;25000.0;2708907.0;2708907;41.268;605.8
SP;35.0;16200.0;Franca;364331.0;3516200.0;3516200;605.679;601.5
RJ;33.0;233.0;Armação dos Búzios;42442.0;3300233.0;3300233;70.977;598.0
BA;29.0;30709.0;Simões Filho;120394.0;2930709.0;2930709;201.528;597.4
BA;29.0;19926.0;Madre de Deus;19173.0;2919926.0;2919926;32.201;595.4
RS;43.0;9209.0;Gravataí;275294.0;4309209.0;4309209;468.288;587.9
SP;35.0;6003.0;Bauru;391740.0;3506003.0;3506003;667.684;586.7
RJ;33.0;2700.0;Maricá;211986.0;3302700.0;3302700;361.572;586.3
MG;31.0;68705.0;Timóteo;84087.0;3168705.0;3168705;144.381;582.4
SC;42.0;9102.0;Joinville;654888.0;4209102.0;4209102;1127.947;580.6
RJ;33.0;1876.0;Iguaba Grande;29577.0;3301876.0;3301876;50.977;580.2
MG;31.0;62955.0;São José da Lapa;27710.0;3162955.0;3162955;47.93;578.1
RJ;33.0;704.0;Cabo Frio;238166.0;3300704.0;3300704;413.449;576.0
RS;43.0;19901.0;Sapiranga;77898.0;4319901.0;4319901;136.473;570.8
PE;26.0;4007.0;Carpina;83205.0;2604007.0;2604007;147.017;566.0
RJ;33.0;1900.0;Itaboraí;240040.0;3301900.0;3301900;429.961;558.3
GO;52.0;15231.0;Novo Gama;107092.0;5215231.0;5215231;192.285;556.9
PR;41.0;19509.0;Piraquara;124934.0;4119509.0;4119509;227.042;550.3
SC;42.0;3204.0;Camboriú;113525.0;4203204.0;4203204;210.568;539.1
SP;35.0;24402.0;Jacareí;249968.0;3524402.0;3524402;464.272;538.4
SC;42.0;2909.0;Brusque;151949.0;4202909.0;4202909;284.675;533.8
SP;35.0;26902.0;Limeira;300728.0;3526902.0;3526902;580.711;517.9
DF;53.0;108.0;Brasília;2982818.0;5300108.0;5300108;5760.784;517.8
SP;35.0;54102.0;Taubaté;321298.0;3554102.0;3554102;625.003;514.1
MG;31.0;62922.0;São Joaquim de Bicas;36496.0;3162922.0;3162922;71.758;508.6
BA;29.0;10800.0;Feira de Santana;657948.0;2910800.0;2910800;1304.425;504.4
CE;23.0;5233.0;Horizonte;79934.0;2305233.0;2305233;160.557;497.9
RN;24.0;12005.0;São Gonçalo do Amarante;123207.0;2412005.0;2412005;249.8;493.2
RS;43.0;14050.0;Parobé;53555.0;4314050.0;4314050;108.707;492.7
MG;31.0;19401.0;Coronel Fabriciano;108551.0;3119401.0;3119401;221.252;490.6
BA;29.0;14802.0;Itabuna;196676.0;2914802.0;2914802;401.028;490.4
PE;26.0;2902.0;Cabo de Santo Agostinho;216969.0;2602902.0;2602902;445.386;487.1
PR;41.0;8304.0;Foz do Iguaçu;295500.0;4108304.0;4108304;609.192;485.1
SE;28.0;605.0;Barra dos Coqueiros;44384.0;2800605.0;2800605;92.268;481.0
RS;43.0;6403.0;Dois Irmãos;31769.0;4306403.0;4306403;66.114;480.5
RN;24.0;3608.0;Extremoz;66993.0;2403608.0;2403608;140.639;476.3
MG;31.0;40159.0;Mário Campos;16546.0;3140159.0;3140159;35.196;470.1
RS;43.0;2105.0;Bento Gonçalves;127775.0;4302105.0;4302105;272.287;469.3
SC;42.0;3956.0;Capivari de Baixo;24799.0;4203956.0;4203956;53.222;466.0
SP;35.0;40754.0;Potim;20767.0;3540754.0;3540754;44.643;465.2
CE;23.0;6256.0;Itaitinga;70679.0;2306256.0;2306256;153.686;459.9
BA;29.0;9802.0;Cruz das Almas;63203.0;2909802.0;2909802;139.117;454.3
SP;35.0;31100.0;Mongaguá;64519.0;3531100.0;3531100;142.755;452.0
PE;26.0;13701.0;São Lourenço da Mata;117759.0;2613701.0;2613701;263.687;446.6
GO;52.0;1108.0;Anápolis;415847.0;5201108.0;5201108;935.672;444.4
MG;31.0;56700.0;Sabará;134286.0;3156700.0;3156700;302.453;444.0
MG;31.0;67202.0;Sete Lagoas;237931.0;3167202.0;3167202;536.928;443.1
SP;35.0;15103.0;Embu-Guaçu;68805.0;3515103.0;3515103;155.641;442.1
SC;42.0;4202.0;Chapecó;275959.0;4204202.0;4204202;624.846;441.6
RJ;33.0;2007.0;Itaguaí;123980.0;3302007.0;3302007;282.606;438.7
SP;35.0;24709.0;Jaguariúna;61801.0;3524709.0;3524709;141.391;437.1
MG;31.0;30101.0;Igarapé;48475.0;3130101.0;3130101;110.942;436.9
PE;26.0;4106.0;Caruaru;402290.0;2604106.0;2604106;923.15;435.8
MT;51.0;8402.0;Várzea Grande;314627.0;5108402.0;5108402;724.279;434.4
PE;26.0;16407.0;Vitória de Santo Antão;143799.0;2616407.0;2616407;336.573;427.2
SP;35.0;43907.0;Rio Claro;208857.0;3543907.0;3543907;498.422;419.0
SP;35.0;41406.0;Presidente Prudente;234083.0;3541406.0;3541406;560.637;417.5
BA;29.0;28703.0;Santo Antônio de Jesus;109267.0;2928703.0;2928703;261.74;417.5
RJ;33.0;4110.0;Porto Real;21064.0;3304110.0;3304110;50.892;413.9
SP;35.0;11102.0;Catanduva;119172.0;3511102.0;3511102;290.596;410.1
BA;29.0;10057.0;Dias d'Ávila;75053.0;2910057.0;2910057;183.759;408.4
SP;35.0;37107.0;Pedreira;44332.0;3537107.0;3537107;108.817;407.4
BA;29.0;5701.0;Camaçari;319394.0;2905701.0;2905701;785.421;406.7
MA;21.0;9452.0;Raposa;32054.0;2109452.0;2109452;79.213;404.7
MG;31.0;45208.0;Nova Serrana;112910.0;3145208.0;3145208;282.472;399.7
PE;26.0;6804.0;Igarassu;122312.0;2606804.0;2606804;306.879;398.6
PE;26.0;7752.0;Itapissuma;29463.0;2607752.0;2607752;73.968;398.3
SP;35.0;12803.0;Cosmópolis;61204.0;3512803.0;3512803;154.665;395.7
MG;31.0;36702.0;Juiz de Fora;565764.0;3136702.0;3136702;1435.749;394.1
RS;43.0;21600.0;Tramandaí;56296.0;4321600.0;4321600;142.878;394.0
SP;35.0;23404.0;Itatiba;126403.0;3523404.0;3523404;322.269;392.2
PI;22.0;7702.0;Parnaíba;169552.0;2207702.0;2207702;436.907;388.1
PE;26.0;7604.0;Ilha de Itamaracá;25529.0;2607604.0;2607604;66.146;385.9
SC;42.0;18707.0;Tubarão;115495.0;4218707.0;4218707;301.485;383.1
SC;42.0;18202.0;Timbó;48903.0;4218202.0;4218202;128.313;381.1
RS;43.0;10801.0;Ivoti;23533.0;4310801.0;4310801;63.092;373.0
RJ;33.0;3906.0;Petrópolis;294983.0;3303906.0;3303906;791.144;372.9
MG;31.0;18304.0;Conselheiro Lafaiete;137980.0;3118304.0;3118304;370.246;372.7
SP;35.0;24006.0;Itupeva;74119.0;3524006.0;3524006;200.876;369.0
SC;42.0;8906.0;Jaraguá do Sul;195753.0;4208906.0;4208906;530.894;368.7
PB;25.0;6301.0;Guarabira;59836.0;2506301.0;2506301;162.387;368.5
GO;52.0;8806.0;Goianira;78754.0;5208806.0;5208806;213.772;368.4
PR;41.0;25506.0;São José dos Pinhais;345644.0;4125506.0;4125506;946.435;365.2
SC;42.0;2107.0;Barra Velha;50730.0;4202107.0;4202107;138.947;365.1
PA;15.0;1501.0;Benevides;68191.0;1501501.0;1501501;187.826;363.1
SP;35.0;11508.0;Cerquilho;46217.0;3511508.0;3511508;127.803;361.6
SP;35.0;34708.0;Ourinhos;106877.0;3534708.0;3534708;295.818;361.3
MG;31.0;70701.0;Varginha;142802.0;3170701.0;3170701;395.396;361.2
SP;35.0;7605.0;Bragança Paulista;184634.0;3507605.0;3507605;512.584;360.2
SP;35.0;51504.0;Serrana;45408.0;3551504.0;3551504;126.046;360.2
PE;26.0;8503.0;Lagoa de Itaenga;19915.0;2608503.0;2608503;56.131;354.8
PR;41.0;15705.0;Matinhos;41416.0;4115705.0;4115705;117.899;351.3
BA;29.0;22300.0;Muritiba;30146.0;2922300.0;2922300;86.311;349.3
PR;41.0;13700.0;Londrina;577318.0;4113700.0;4113700;1652.569;349.3
ES;32.0;3320.0;Marataízes;45418.0;3203320.0;3203320;130.268;348.7
MG;31.0;37601.0;Lagoa Santa;79981.0;3137601.0;3137601;229.409;348.6
